index,deg
8560,197
8561,4204
8562,177
8563,3180
8565,1158
8566,1210
8568,1880
8571,213
8572,1211
8573,3336
8574,455
8577,1357
8578,1346
8579,193
8581,1601
8582,1925
8583,2016
8584,1939
8585,1871
8586,1891
8588,1747
8589,1704
8590,2035
8591,1643
8592,1703
8594,1734
8595,1638
8597,1558
8598,2335
8599,3144
8600,3153
8601,2789
8602,2857
8603,2682
8604,2777
8605,2539
8606,2388
8608,2207
8609,2152
8610,2164
8611,1987
8612,1936
8613,1972
8614,1956
8615,143
8616,330
8617,334
8618,210
8619,183
8620,162
8621,177
8622,149
8623,144
8624,372
8625,134
8626,136
8627,124
8628,123
8629,36
8630,597
8631,120
8632,94
8635,530
8638,488
8639,567
8641,36
8644,498
8645,585
8646,742
8647,549
8648,585
8649,977
8650,107
8651,75
8652,2747
8655,975
8656,308
8661,101
8662,63
8663,48
8664,29
8665,997
8666,1464
8668,26
8670,656
8671,79
8672,90
8673,49
8674,103
8676,1242
8678,44
8679,119
8680,41
8683,359
8686,104
8687,204
8688,219
8689,204
8690,187
8691,96
8695,99
8696,50
8697,19
8703,1236
8706,786
8708,1227
8710,3058
8712,61
8713,57
8717,1026
8719,975
8721,887
8723,893
8726,368
8727,2560
8728,1808
8729,2034
8731,842
8732,864
8734,1236
8742,16
8746,1089
8747,1070
8748,1018
8749,1018
8750,1247
8751,1189
8752,1330
8754,1209
8757,1277
8758,1244
8759,1381
8760,376
8761,247
8762,299
8763,67
8765,515
8766,495
8767,1368
8768,1479
8769,1333
8771,1358
8772,1552
8773,1462
8774,1392
8775,1436
8777,1389
8779,1383
8780,1288
8781,1386
8782,1303
8784,1775
8787,422
8788,432
8790,1001
8795,2211
8799,3773
8801,210
8802,127
8804,64
8805,35
8811,114
8812,341
8813,1189
8814,1194
8815,596
8816,585
8817,56
8818,202
8823,107
8824,92
8826,230
8827,51
8828,80
8831,259
8834,319
8835,186
8838,685
8839,186
8840,368
8841,198
8842,232
8843,249
8844,319
8845,286
8846,204
8849,237
8850,238
8851,1015
8852,321
8853,891
8854,326
8855,320
8856,328
8857,343
8858,373
8859,653
8860,274
8861,343
8862,340
8863,327
8864,335
8866,361
8867,362
8868,284
8871,295
8872,259
8875,285
8876,268
8877,47
8879,297
8880,311
8881,113
8882,2032
8883,969
8884,286
8885,147
8886,122
8887,204
8889,210
8890,119
8891,190
8893,176
8895,156
8896,185
8898,177
8899,120
8900,149
8901,133
8902,273
8904,804
8905,666
8906,524
8907,521
8908,347
8909,323
8910,272
8911,128
8912,273
8913,93
8917,69
8918,51
8919,46
8922,357
8923,275
8931,1771
8932,1677
8933,1576
8934,191
8935,1391
8936,368
8938,95
8939,81
8940,93
8941,75
8942,98
8945,121
8946,112
8947,109
8948,64
8949,173
8950,133
8951,126
8952,773
8964,218
8967,767
8974,262
8978,745
8987,446
8988,465
8989,745
8990,579
8991,472
8992,510
8993,438
8994,498
8995,434
8996,490
8997,294
8998,254
9000,36
9002,223
9004,442
9005,382
9007,401
9009,382
9011,379
9012,334
9014,343
9015,357
9016,278
9017,4
9018,287
9019,508
9020,477
9021,516
9023,493
9024,531
9025,469
9026,143
9027,576
9029,406
9032,521
9033,529
9034,548
9035,561
9036,389
9037,389
9038,370
9039,1215
9040,375
9041,403
9042,290
9043,398
9044,392
9046,422
9047,427
9048,39
9049,437
9050,477
9051,491
9053,239
9054,147
9055,148
9057,167
9059,124
9060,163
9061,229
9062,706
9070,821
9071,705
9073,641
9074,125
9076,638
9077,603
9078,624
9079,555
9080,560
9081,26
9084,123
9086,13
9087,56
9088,2394
9089,1750
9090,1592
9091,50
9095,48
9099,1041
9110,553
9118,44
9119,45
9121,715
9122,858
9123,792
9124,5
9129,837
9132,698
9134,83
9149,995
9151,945
9153,824
9157,200
9160,186
9161,458
9162,159
9164,176
9165,193
9166,173
9167,181
9168,169
9169,129
9170,134
9173,313
9174,330
9175,324
9178,239
9179,294
9180,143
9184,219
9185,201
9188,503
9195,31
9196,124
9205,886
9212,69
9213,77
9214,86
9217,116
9218,81
9220,131
9221,2671
9223,2019
9224,1962
9225,2253
9227,340
9228,338
9229,2585
9231,2923
9232,3109
9233,3085
9234,3314
9235,3325
9236,3573
9237,3769
9240,1791
9242,1861
9244,1959
9248,1843
9255,1791
9256,2146
9257,2154
9258,2069
9259,1901
9260,1852
9261,1762
9262,1883
9263,1802
9264,2171
9265,1755
9266,1775
9267,1746
9268,1737
9269,1686
9270,1755
9271,1701
9272,1714
9273,2281
9274,2792
9281,482
9282,451
9284,394
9287,4141
9288,228
9289,168
9290,201
9292,454
9293,39
9294,431
9295,218
9297,154
9298,593
9299,436
9301,1473
9302,1491
9304,462
9306,605
9307,525
9311,112
9312,1010
9314,1756
9318,1216
9320,123
9321,1276
9334,1642
9336,6
9337,9
9338,5
9339,328
9352,417
9353,2509
9357,288
9359,382
9360,285
9363,497
9364,402
9372,627
9376,859
9377,812
9378,804
9382,526
9383,485
9384,449
9386,438
9390,404
9392,195
9393,182
9394,53
9395,42
9407,512
9408,522
9412,402
9420,212
9428,724
9432,693
9442,782
9443,777
9444,811
9446,129
9451,872
9455,114
9457,1754
9459,525
9460,578
9461,909
9463,2285
9464,1612
9465,2549
9468,1496
9469,1492
9470,1451
9471,1234
9473,1115
9475,849
9476,366
9477,381
9478,280
9479,292
9481,716
9482,219
9483,1990
9484,202
9486,181
9487,495
9492,208
9493,883
9497,50
9506,1231
9507,308
9508,1401
9509,1375
9510,2531
9511,1280
9512,402
9515,1170
9517,1199
9518,309
9520,1136
9521,1082
9522,1092
9523,1110
9527,449
9529,493
9530,459
9537,363
9542,841
9544,877
9545,538
9547,567
9548,610
9549,1003
9550,569
9551,1131
9553,594
9554,608
9556,749
9561,191
9562,17
9565,177
9570,162
9591,1131
9592,2773
9593,2464
9594,1810
9595,1698
9596,2326
9597,1907
9598,1578
9599,1225
9603,2036
9604,418
9605,1667
9606,1607
9607,1472
9618,115
9625,422
9627,432
9629,153
9630,149
9632,157
9633,408
9636,408
9637,342
9638,208
9639,276
9640,253
9643,210
9646,116
9647,296
9648,82
9649,57
9650,332
9653,358
9654,457
9655,142
9657,414
9658,139
9659,534
9660,398
9661,424
9662,484
9663,453
9664,453
9665,176
9666,543
9667,419
9669,643
9670,597
9671,546
9673,685
9674,536
9675,388
9676,130
9677,204
9678,309
9679,294
9681,362
9684,328
9685,409
9686,431
9687,202
9689,438
9690,29
9691,40
9692,91
9693,129
9694,20
9695,306
9700,86
9701,462
9702,98
9706,35
9708,439
9709,531
9710,511
9712,515
9713,253
9716,56
9717,541
9719,518
9720,490
9721,478
9722,483
9723,478
9726,462
9727,1319
9729,781
9731,198
9732,81
9733,451
9734,182
9735,1353
9736,606
9740,457
9741,205
9743,386
9745,1706
9746,2405
9747,168
9756,43
9759,7
9763,80
9765,9
9767,70
9768,316
9770,337
9772,277
9773,122
9774,133
9775,267
9778,24
9779,43
9781,98
9782,48
9785,904
9786,101
9787,85
9788,323
9792,72
9793,568
9795,299
9799,440
9801,530
9802,333
9803,321
9804,582
9806,668
9807,1323
9808,700
9809,691
9810,182
9811,154
9812,133
9813,153
9814,257
9815,182
9816,217
9817,196
9818,168
9820,306
9821,282
9822,253
9825,273
9826,317
9828,1912
9829,2136
9830,3480
9832,68
9834,138
9835,736
9836,44
9837,324
9838,287
9839,483
9841,685
9844,280
9845,572
9846,680
9847,1268
9848,1528
9849,372
9850,260
9854,754
9855,956
9856,359
9857,356
9858,1026
9859,1629
9860,1826
9863,136
9864,150
9865,532
9866,56
9867,690
9870,28
9874,1085
9875,1287
9876,1270
9877,1520
9878,1484
9879,44
9881,20
9884,2254
9888,1559
9889,1124
9891,1095
9892,857
9893,671
9897,303
9901,301
9909,1679
9911,119
9913,1527
9915,175
9916,1643
9918,8
9920,1429
9924,100
9929,776
9930,730
9931,680
9932,729
9934,631
9935,274
9936,283
9937,769
9938,581
9939,540
9940,321
9942,531
9944,513
9945,1086
9946,167
9947,1271
9948,1175
9950,1122
9951,1058
9952,1131
9953,1086
9954,305
9955,1021
9956,1073
9957,978
9958,956
9959,218
9960,945
9961,224
9962,1346
9963,57
9964,775
9965,1834
9966,1651
9967,1575
9968,1445
9969,1349
9970,1314
9972,590
9973,710
9974,1089
9975,357
9976,1030
9977,1027
9978,1020
9979,291
9981,68
9982,61
9985,343
9987,238
9988,990
9991,387
9992,122
9993,783
9997,484
9998,32
10003,264
10004,44
10006,260
10007,455
10010,59
10011,1041
10012,1281
10013,409
10015,532
10018,631
10019,675
10020,197
10021,688
10022,674
10023,771
10024,659
10025,737
10026,344
10027,727
10028,890
10029,781
10030,2174
10031,781
10032,2154
10033,797
10034,2283
10035,2186
10036,2377
10037,2311
10038,196
10039,2540
10041,2370
10042,6
10043,2452
10044,216
10045,743
10046,1762
10047,1521
10048,1542
10049,1575
10050,1681
10051,1736
10052,1746
10053,1781
10054,1797
10055,717
10057,1773
10058,2048
10061,2175
10062,861
10068,575
10070,580
10072,236
10074,535
10075,581
10076,23
10077,633
10078,765
10079,535
10082,350
10083,376
10084,377
10085,217
10086,3144
10087,2901
10088,615
10089,2909
10090,2745
10091,2695
10092,598
10093,2540
10094,639
10095,2546
10096,163
10098,293
10099,551
10101,220
10102,206
10104,176
10105,532
10106,559
10107,105
10108,105
10109,105
10110,608
10111,609
10112,624
10113,510
10115,383
10117,452
10118,436
10119,378
10120,372
10121,469
10122,668
10123,311
10124,307
10126,346
10127,311
10128,289
10129,514
10130,1167
10131,934
10133,972
10134,1024
10135,1051
10138,1148
10139,848
10141,1282
10142,1270
10143,1315
10145,1499
10146,1569
10147,777
10148,888
10149,788
10152,617
10153,825
10155,852
10157,859
10158,784
10159,811
10161,290
10163,1340
10164,572
10166,877
10167,919
10168,1108
10176,1442
10181,279
10182,612
10183,538
10184,557
10185,261
10186,331
10187,346
10188,496
10189,1776
10190,437
10192,416
10193,542
10194,413
10196,405
10197,150
10200,165
10202,148
10206,181
10210,310
10211,338
10214,82
10215,1937
10220,314
10221,291
10222,97
10223,557
10226,156
10227,167
10228,175
10229,226
10230,210
10232,61
10238,139
10239,56
10242,53
10250,122
10251,112
10255,2444
10256,2327
10258,819
10261,4509
10262,104
10265,166
10266,315
10267,117
10268,148
10269,144
10270,68
10271,132
10272,148
10274,377
10276,65
10278,176
10281,656
10282,129
10284,753
10285,7
10292,30
10298,1253
10301,1792
10302,1644
10303,1598
10304,1542
10305,1545
10308,1243
10311,697
10312,542
10313,510
10315,4
10316,1231
10317,1726
10318,1875
10319,2020
10320,1962
10325,5
10329,66
10332,293
10333,865
10334,60
10335,475
10336,459
10337,80
10338,442
10339,366
10340,314
10341,44
10342,285
10343,220
10344,226
10345,125
10346,199
10347,190
10348,136
10349,128
10351,310
10352,253
10353,226
10354,183
10355,179
10356,183
10357,178
10358,1258
10361,19
10363,57
10365,35
10366,26
10369,44
10371,36
10373,33
10374,6
10378,26
10383,102
10384,57
10385,405
10386,468
10387,23
10388,10
10390,105
10391,718
10393,88
10394,825
10395,849
10396,70
10400,970
10401,618
10402,667
10403,887
10406,828
10409,535
10410,969
10411,1137
10413,1162
10415,1203
10417,85
10418,510
10422,371
10423,338
10424,350
10426,213
10428,132
10429,103
10433,841
10434,1214
10437,1213
10438,831
10439,282
10441,810
10442,1099
10443,690
10447,1273
10448,1681
10450,1483
10451,550
10453,1199
10455,1649
10457,1539
10458,1523
10459,267
10460,575
10461,1180
10462,1093
10463,1158
10464,1142
10466,1028
10467,124
10468,2089
10469,184
10470,159
10471,164
10472,163
10474,157
10476,214
10479,270
10480,1295
10481,257
10482,125
10484,74
10486,323
10487,246
10488,1327
10489,234
10490,127
10491,1313
10492,1570
10493,487
10496,2180
10497,650
10499,236
10500,220
10501,500
10502,857
10503,289
10504,409
10505,448
10506,414
10507,415
10508,557
10509,894
10510,326
10511,952
10512,557
10513,280
10514,508
10515,273
10516,975
10517,699
10519,292
10520,295
10521,820
10523,275
10526,818
10527,816
10532,323
10533,370
10534,268
10535,291
10536,138
10539,170
10541,1041
10544,1034
10545,1077
10546,302
10547,314
10549,458
10550,1038
10552,123
10553,112
10557,76
10562,1063
10563,1102
10564,1038
10565,277
10566,814
10567,802
10568,564
10569,142
10570,133
10572,294
10573,347
10575,490
10576,525
10577,46
10583,712
10584,863
10586,128
10588,124
10590,124
10591,52
10593,120
10597,109
10598,66
10599,88
10600,45
10603,452
10604,477
10605,1446
10607,1600
10608,291
10609,306
10610,67
10611,1512
10612,219
10613,199
10614,163
10615,143
10616,2248
10617,111
10618,72
10619,128
10620,556
10622,660
10623,21
10624,837
10625,832
10626,1337
10627,911
10629,1194
10630,1262
10633,19
10634,1133
10635,72
10636,150
10638,236
10640,207
10641,78
10642,195
10643,72
10644,75
10645,214
10646,71
10647,193
10648,1363
10649,2309
10650,67
10651,66
10652,250
10653,112
10654,94
10655,2084
10656,96
10657,90
10658,85
10659,78
10660,1337
10662,237
10663,242
10664,1348
10665,2089
10666,249
10667,2385
10668,85
10669,4690
10670,1086
10671,792
10674,664
10675,574
10676,583
10677,486
10678,1353
10679,401
10680,147
10681,408
10682,415
10683,258
10684,197
10686,346
10687,2735
10688,2941
10689,3962
10690,155
10692,77
10693,66
10694,163
10695,1826
10696,66
10697,1750
10699,66
10700,162
10701,66
10702,922
10703,717
10704,780
10705,836
10706,895
10707,850
10708,845
10709,797
10710,922
10711,1871
10712,857
10713,924
10714,2404
10715,302
10716,950
10717,976
10718,902
10719,1030
10720,470
10721,577
10722,899
10723,457
10724,507
10726,749
10727,508
10728,1131
10729,1161
10730,1253
10731,498
10732,531
10733,655
10734,700
10735,695
10736,3479
10737,1552
10738,1668
10739,1611
10740,969
10741,1906
10742,1886
10743,2272
10744,3001
10745,1577
10746,1447
10747,1315
10748,1241
10749,1178
10750,19
10753,1328
10754,1155
10755,1134
10756,1984
10757,1266
10758,945
10759,1890
10761,979
10762,931
10763,930
10764,1813
10765,1438
10766,823
10767,1462
10768,1422
10769,1754
10770,695
10771,196
10772,165
10773,241
10774,337
10775,311
10776,353
10777,385
10778,625
10780,2010
10781,1239
10783,2357
10784,1675
10785,2413
10786,2270
10788,82
10790,82
10791,1989
10793,59
10796,2252
10797,107
10798,100
10799,125
10800,1991
10801,114
10802,130
10803,164
10804,319
10805,181
10806,852
10807,167
10808,173
10809,281
10811,306
10812,313
10813,188
10814,340
10815,379
10816,322
10817,401
10818,883
10819,433
10822,57
10825,4047
10826,3368
10827,3401
10828,2710
10829,2701
10830,2667
10831,2631
10832,1334
10833,575
10834,2578
10837,967
10841,485
10842,292
10843,106
10844,201
10845,1154
10847,962
10849,145
10850,105
10851,85
10852,472
10853,68
10855,2210
10858,1034
10863,67
10873,213
10879,5
10881,63
10889,63
10890,295
10891,237
10895,272
10896,65
10897,213
10898,63
10899,18
10918,779
10921,981
10931,957
10940,529
10942,548
10944,362
10945,387
10946,288
10949,281
10950,993
10951,72
10952,111
10953,1000
10954,2887
10955,993
10956,117
10958,517
10962,722
10966,569
10968,820
10969,795
10970,863
10971,998
10972,1892
10973,596
10978,4537
10982,671
10983,698
10986,1730
10987,1451
10989,337
10990,796
10997,814
10999,422
11002,484
11004,862
11016,184
11018,25
11019,11
11020,3702
11021,2811
11022,960
11027,781
11028,761
11030,25
11033,878
11037,929
11038,1006
11042,7
11047,200
11052,870
11054,1198
11055,1320
11057,277
11059,242
11060,377
11061,116
11062,399
11063,422
11065,562
11066,106
11067,494
11069,274
11074,803
11085,745
11089,84
11091,2101
11093,737
11094,2951
11095,2730
11097,2383
11098,647
11100,1178
11101,1851
11103,1593
11104,85
11106,1455
11111,1583
11113,1521
11114,1311
11115,988
11117,885
11118,822
11119,849
11122,723
11123,691
11124,69
11125,208
11126,128
11127,126
11130,73
11131,1362
11132,72
11134,56
11135,53
11136,44
11137,42
11138,41
11139,41
11140,41
11141,308
11142,387
11143,1690
11144,394
11146,1725
11148,327
11149,306
11150,431
11151,282
11152,226
11153,78
11154,222
11155,221
11156,133
11157,1915
11159,420
11160,431
11161,1684
11162,443
11163,1663
11165,462
11166,460
11167,448
11168,522
11169,520
11170,560
11171,542
11173,567
11175,779
11176,814
11180,504
11181,367
11182,302
11183,746
11184,318
11189,138
11192,2093
11193,1990
11194,1929
11195,1796
11196,1890
11199,1685
11201,1370
11202,1096
11203,934
11204,1033
11206,954
11207,917
11209,664
11213,148
11214,141
11218,1179
11219,45
11220,36
11223,1289
11227,1746
11228,2295
11233,34
11234,34
11235,34
11236,34
11237,34
11238,42
11240,48
11241,143
11242,94
11243,86
11244,100
11245,103
11246,540
11247,563
11249,132
11250,81
11251,162
11252,164
11253,160
11254,203
11255,215
11256,242
11257,235
11258,1105
11260,116
11261,587
11262,583
11263,547
11264,1030
11265,1291
11266,236
11267,263
11269,905
11271,66
11272,68
11273,86
11274,77
11275,544
11276,547
11277,404
11280,534
11282,520
11284,355
11285,592
11286,624
11287,637
11288,494
11289,709
11290,800
11291,794
11292,324
11293,266
11294,567
11295,261
11296,291
11297,286
11298,314
11299,292
11300,306
11301,545
11302,336
11303,326
11305,360
11306,341
11307,548
11308,536
11309,71
11310,136
11311,110
11312,106
11313,106
11315,101
11316,791
11317,97
11319,807
11320,746
11321,180
11322,740
11323,712
11324,707
11325,705
11326,159
11327,806
11329,798
11331,188
11332,785
11333,170
11335,669
11337,822
11339,130
11340,791
11344,1480
11345,640
11346,621
11348,622
11349,636
11350,604
11352,636
11358,610
11359,595
11360,507
11361,1461
11362,14
11363,14
11364,19
11365,25
11367,15
11368,31
11369,86
11370,626
11371,627
11372,649
11373,629
11375,1964
11378,65
11380,393
11381,390
11383,107
11387,404
11388,399
11391,208
11392,228
11397,516
11409,37
11415,837
11416,361
11417,17
11418,27
11422,50
11423,263
11424,51
11426,202
11431,1316
11435,358
11436,386
11440,177
11441,337
11443,472
11444,1961
11445,2263
11446,618
11447,716
11449,467
11451,61
11454,210
11455,461
11458,189
11459,95
11460,1048
11461,846
11462,933
11463,928
11464,993
11465,1074
11466,1055
11467,1036
11469,121
11470,1238
11473,1322
11474,1503
11475,496
11476,1624
11478,467
11480,24
11482,309
11484,342
11487,1108
11490,441
11491,423
11492,340
11494,163
11495,457
11498,453
11499,312
11500,254
11501,186
11502,182
11504,91
11505,94
11506,147
11510,324
11511,361
11512,388
11513,333
11514,409
11515,371
11516,357
11517,568
11518,283
11519,373
11520,341
11521,345
11522,243
11523,321
11524,335
11525,326
11527,414
11528,527
11529,643
11530,314
11531,601
11532,492
11533,481
11534,502
11535,397
11536,246
11537,420
11538,364
11539,210
11540,391
11541,382
11543,427
11545,26
11546,21
11547,250
11548,261
11549,252
11550,213
11551,187
11552,287
11553,73
11555,238
11558,1192
11559,257
11560,249
11561,132
11564,179
11566,256
11568,273
11569,165
11570,389
11571,97
11572,264
11573,101
11574,68
11575,949
11576,67
11581,61
11589,61
11593,32
11594,140
11599,61
11601,61
11603,61
11604,158
11607,61
11608,61
11612,508
11613,1393
11614,1564
11616,1738
11617,1974
11618,3218
11619,282
11620,594
11621,407
11623,497
11625,842
11626,714
11627,648
11629,192
11630,1304
11631,1457
11632,1272
11633,1237
11634,2007
11636,1956
11637,1274
11639,819
11640,1116
11641,778
11642,495
11643,78
11644,206
11645,1155
11647,2390
11648,1908
11649,1571
11650,1398
11651,1320
11652,1193
11653,1221
11654,295
11655,1300
11656,1250
11657,1040
11658,1038
11659,977
11660,1249
11661,198
11662,1315
11663,2484
11664,1749
11666,1778
11668,1621
11669,1640
11670,1413
11671,1230
11672,1185
11673,1056
11675,766
11676,616
11679,186
11680,961
11681,932
11682,968
11683,970
11684,951
11685,962
11686,961
11687,937
11688,1958
11690,877
11691,879
11692,850
11693,841
11694,789
11695,186
11696,2734
11697,935
11698,1010
11699,981
11700,992
11701,1069
11702,1068
11703,1073
11704,1027
11705,95
11706,1156
11707,1131
11708,1118
11709,662
11710,1167
11712,427
11713,205
11714,191
11715,205
11716,2594
11718,2396
11720,386
11721,229
11722,73
11723,710
11724,262
11725,2287
11726,1478
11727,149
11728,1472
11733,37
11734,38
11735,40
11736,51
11738,63
11743,101
11744,135
11745,304
11747,84
11749,84
11750,83
11751,83
11752,1382
11753,82
11754,82
11755,92
11756,6281
11757,6031
11758,3331
11759,2772
11760,2721
11763,1562
11764,104
11765,99
11766,102
11767,101
11768,109
11769,1411
11770,146
11771,1471
11772,193
11773,175
11774,295
11775,294
11776,348
11778,31
11779,1503
11780,209
11781,64
11783,557
11785,228
11786,216
11787,205
11788,18
11789,151
11791,155
11792,170
11794,164
11795,442
11796,208
11799,1273
11802,206
11805,169
11807,231
11809,163
11810,1990
11811,2039
11812,205
11815,1519
11818,872
11822,178
11828,802
11830,1069
11831,1163
11833,952
11834,164
11836,180
11837,1119
11838,1170
11841,950
11843,948
11847,2662
11848,23
11849,23
11850,23
11851,23
11853,348
11854,3200
11855,3075
11856,24
11857,2621
11858,2574
11859,2412
11860,2460
11861,2210
11862,2083
11863,2041
11864,34
11865,74
11866,68
11868,76
11870,334
11871,52
11872,42
11873,1849
11874,37
11875,30
11876,26
11877,26
11878,26
11879,30
11880,34
11881,1248
11882,1577
11883,498
11885,1387
11886,399
11887,399
11888,1395
11889,275
11890,651
11891,1359
11893,1368
11895,1299
11899,1588
11900,1509
11901,1619
11903,1504
11905,1583
11906,1729
11907,1628
11909,1787
11910,1800
11912,1860
11913,2007
11919,326
11927,282
11933,398
11944,395
11951,223
11954,106
11959,128
11960,164
11971,195
11974,110
11977,143
11983,153
11984,173
11986,196
11987,236
11989,178
11990,156
11991,1461
11992,141
12005,864
12010,657
12012,354
12013,164
12015,2424
12017,510
12020,472
12029,136
12030,144
12032,149
12033,76
12035,489
12040,536
12041,477
12045,577
12046,155
12049,558
12050,573
12056,532
12057,576
12059,533
12060,505
12061,545
12062,571
12063,478
12064,467
12065,429
12066,206
12067,652
12072,301
12073,550
12074,602
12075,449
12076,176
12079,200
12080,198
12082,215
12083,291
12084,134
12085,134
12086,331
12088,323
12089,318
12090,351
12091,2502
12092,3343
12093,344
12094,2278
12095,275
12096,205
12097,2132
12098,172
12099,355
12100,400
12101,506
12103,416
12104,417
12105,576
12106,451
12107,402
12108,391
12109,724
12110,384
12111,408
12112,417
12113,375
12114,323
12115,318
12116,3984
12126,173
12129,173
12131,173
12133,173
12134,173
12135,13
12136,173
12137,173
12139,173
12140,173
12141,173
12142,14
12143,173
12144,173
12145,173
12147,173
12151,1016
12156,1730
12157,1076
12159,1002
12161,129
12162,936
12163,740
12164,711
12167,649
12169,107
12177,41
12180,62
12181,161
12182,173
12183,173
12189,233
12190,1090
12191,3
12198,166
12203,90
12206,122
12207,137
12208,113
12209,139
12213,184
12214,239
12218,678
12220,250
12221,287
12222,225
12223,153
12224,191
12225,153
12226,310
12227,398
12228,103
12229,348
12230,102
12231,106
12232,1008
12233,81
12234,66
12239,301
12241,251
12245,210
12246,244
12249,235
12252,1311
12253,1254
12254,67
12256,261
12257,314
12258,240
12259,37
12260,90
12261,37
12263,20
12264,20
12265,20
12266,20
12267,14
12268,109
12269,293
12271,309
12272,162
12273,158
12275,292
12276,146
12277,19
12278,96
12279,90
12280,297
12281,1650
12282,255
12284,89
12286,219
12287,217
12294,242
12300,27
12302,109
12304,1114
12305,211
12306,227
12308,340
12309,257
12311,229
12312,41
12313,332
12314,222
12315,259
12316,1132
12317,257
12322,234
12325,845
12326,291
12327,935
12328,828
12329,760
12331,311
12332,799
12334,684
12335,3640
12337,1143
12340,1161
12341,1095
12344,696
12345,1025
12352,370
12359,3636
12362,364
12364,344
12369,550
12371,658
12373,303
12374,333
12375,570
12377,601
12378,1249
12381,473
12384,335
12386,2048
12387,11
12389,2111
12390,63
12391,2051
12392,63
12393,2057
12394,2100
12395,546
12396,2022
12397,1910
12398,1886
12399,101
12400,1899
12401,1986
12403,2444
12404,3374
12405,3091
12406,2777
12407,2643
12408,2607
12409,2566
12411,2438
12413,2409
12414,2339
12415,2136
12416,2210
12417,2115
12418,2170
12419,2024
12420,200
12421,1496
12422,1498
12423,136
12424,203
12425,1373
12426,1320
12428,198
12429,155
12431,223
12432,1319
12433,1320
12434,246
12435,1165
12436,1279
12437,3714
12438,1485
12439,1508
12441,1620
12442,1720
12443,1697
12445,1749
12446,1811
12447,22
12448,1783
12449,1820
12450,1994
12451,33
12453,1606
12454,1305
12458,2522
12459,2656
12460,1934
12461,2032
12462,1259
12463,110
12464,1321
12465,1055
12466,970
12467,634
12468,627
12469,474
12472,900
12473,963
12474,917
12475,971
12476,1049
12479,469
12480,1078
12481,1161
12482,1172
12484,613
12488,52
12489,59
12490,129
12492,107
12495,176
12498,421
12499,431
12501,479
12502,605
12503,635
12505,420
12506,311
12511,267
12512,279
12513,883
12515,174
12516,162
12520,28
12521,30
12523,350
12524,412
12525,418
12530,78
12534,427
12535,420
12536,469
12537,444
12540,5165
12545,384
12546,369
12548,407
12550,86
12553,384
12554,401
12555,676
12556,674
12557,551
12558,663
12559,640
12560,673
12561,759
12562,723
12563,731
12564,582
12565,787
12566,753
12567,805
12568,849
12569,829
12570,866
12571,829
12572,3442
12575,346
12576,12
12577,563
12578,554
12579,10
12581,555
12583,544
12584,478
12585,503
12586,478
12593,491
12595,527
12598,601
12603,583
12604,805
12606,267
12607,860
12610,217
12611,222
12613,8
12614,822
12617,109
12622,42
12624,2148
12625,2427
12626,1186
12627,54
12628,1232
12631,1623
12635,23
12636,15
12637,6
12639,1164
12640,1506
12641,540
12642,1017
12643,265
12645,949
12646,1033
12647,1096
12649,1184
12650,137
12651,1362
12653,1337
12654,1348
12655,1427
12656,99
12660,162
12663,1201
12664,192
12665,103
12666,212
12667,65
12668,246
12669,91
12671,76
12673,1365
12675,138
12678,126
12679,107
12680,81
12681,78
12684,115
12685,103
12686,110
12687,100
12691,64
12694,711
12697,1178
12703,387
12704,1297
12705,11
12706,1711
12707,1335
12708,839
12709,818
12710,805
12711,42
12715,52
12716,52
12717,53
12720,68
12722,81
12723,1066
12724,814
12725,870
12728,73
12729,1456
12730,1667
12731,1585
12732,714
12733,139
12734,1197
12735,1300
12736,1218
12737,1230
12738,2619
12740,516
12741,1091
12742,1142
12743,1208
12744,1255
12745,468
12746,1259
12747,501
12748,460
12750,537
12751,693
12752,647
12753,1301
12754,1311
12755,565
12756,1423
12759,141
12760,116
12762,60
12763,29
12764,121
12766,108
12767,14
12769,208
12770,4132
12771,3960
12772,3475
12773,3572
12774,151
12775,2252
12776,204
12777,189
12783,368
12785,1823
12786,1885
12788,1780
12789,55
12791,472
12792,500
12793,537
12794,650
12795,638
12796,34
12797,658
12799,468
12800,680
12801,702
12803,678
12804,2393
12805,674
12807,170
12808,1414
12809,85
12810,1544
12811,1362
12813,760
12814,913
12815,1670
12816,57
12817,1643
12818,1681
12819,1678
12820,22
12821,146
12822,383
12823,429
12825,934
12826,951
12827,1021
12828,2403
12830,767
12831,209
12832,655
12833,944
12834,181
12835,367
12838,225
12839,1068
12840,335
12842,195
12843,876
12844,872
12845,1267
12846,884
12847,185
12848,753
12849,739
12850,734
12851,723
12852,703
12853,1784
12855,125
12856,45
12857,3017
12858,1695
12859,1881
12860,2154
12861,2267
12862,2087
12863,2903
12864,2911
12865,263
12867,139
12868,291
12869,78
12870,120
12871,3166
12872,3475
12873,3677
12874,117
12875,204
12877,167
12878,168
12879,174
12881,100
12882,1232
12883,4178
12886,1368
12887,1352
12888,1478
12889,1497
12890,1689
12891,192
12894,178
12895,2137
12896,1340
12899,188
12900,186
12901,217
12902,885
12903,235
12904,1443
12905,1411
12906,224
12907,669
12909,6343
12910,197
12912,85
12913,134
12914,186
12916,148
12917,183
12921,650
12922,132
12923,163
12924,188
12925,49
12926,1634
12927,1403
12928,1026
12929,55
12934,1724
12935,73
12940,23
12942,376
12944,1435
12946,183
