index,deg
5435,245
5436,297
5439,254
5443,399
5444,300
5445,292
5446,447
5447,272
5449,889
5451,919
5452,212
5453,3430
5463,428
5464,991
5466,659
5467,609
5469,511
5470,66
5472,428
5473,410
5476,298
5479,140
5486,356
5489,322
5490,265
5493,243
5504,83
5527,66
5530,146
5534,108
5535,107
5537,81
5538,140
5539,64
5541,63
5544,63
5545,2170
5548,1822
5549,164
5551,222
5552,258
5553,223
5554,221
5555,219
5557,203
5558,201
5560,1815
5562,170
5570,315
5571,116
5573,371
5589,156
5593,1734
5594,1703
5595,1536
5596,1469
5597,1370
5599,1208
5600,1273
5601,1230
5603,317
5605,824
5606,806
5611,753
5613,1216
5615,218
5616,1280
5617,179
5619,231
5621,227
5622,23
5623,308
5625,327
5626,1093
5628,786
5629,873
5631,1336
5632,1164
5633,895
5638,82
5643,134
5645,138
5646,818
5647,150
5648,158
5650,61
5651,176
5652,16
5653,175
5654,179
5656,476
5657,636
5658,548
5660,526
5661,567
5664,523
5668,91
5669,409
5670,94
5676,355
5678,48
5679,638
5680,406
5681,385
5682,327
5684,1044
5685,991
5686,1048
5687,959
5688,84
5689,963
5690,944
5691,860
5694,839
5695,684
5696,677
5698,521
5700,445
5701,274
5702,511
5703,277
5704,318
5705,441
5706,473
5707,426
5708,114
5709,469
5710,605
5711,550
5712,629
5713,661
5714,692
5715,605
5716,51
5718,50
5721,55
5722,57
5723,305
5724,360
5725,67
5726,679
5728,245
5729,136
5730,114
5732,122
5733,60
5734,352
5735,173
5738,406
5739,535
5740,481
5741,95
5742,1956
5744,137
5745,139
5747,370
5749,851
5750,570
5751,851
5752,162
5753,112
5754,112
5757,373
5758,355
5761,311
5762,317
5764,658
5765,725
5766,950
5769,30
5771,1354
5773,569
5777,468
5780,1105
5781,1157
5784,601
5785,1166
5786,975
5787,848
5788,909
5789,2691
5790,1408
5791,870
5792,642
5793,621
5794,567
5796,547
5797,244
5799,1142
5800,657
5801,605
5802,589
5803,321
5805,228
5808,81
5809,62
5815,28
5817,213
5821,1541
5822,116
5825,149
5827,321
5828,205
5829,237
5830,233
5831,193
5832,191
5833,267
5834,250
5835,245
5837,484
5838,444
5839,275
5840,294
5842,314
5843,319
5845,284
5846,7
5847,7
5849,78
5850,430
5853,361
5854,147
5858,94
5863,182
5866,639
5867,310
5869,208
5893,648
5895,82
5896,19
5913,6
5918,88
5919,79
5921,82
5922,2
5923,6
5925,135
5926,638
5927,69
5928,57
5929,77
5930,46
5931,1368
5932,65
5933,67
5939,118
5957,108
5958,1297
5959,167
5960,191
5962,197
5964,1377
5966,1403
5967,105
5973,77
5974,349
5975,318
5977,220
5978,163
5980,859
5981,282
5982,258
5985,424
5986,510
5987,488
5988,675
5989,109
5990,142
5991,764
5992,860
5993,834
5994,120
5995,50
5996,928
5998,113
6000,319
6003,951
6004,404
6005,90
6010,921
6011,21
6012,11
6013,9
6016,1589
6020,65
6022,78
6023,353
6024,526
6025,1085
6026,79
6027,31
6028,1148
6029,36
6031,49
6032,75
6034,740
6035,728
6036,95
6037,630
6038,125
6039,1580
6041,265
6042,862
6044,10
6045,637
6046,608
6047,636
6048,474
6049,395
6050,367
6051,300
6052,738
6053,256
6054,213
6055,169
6062,298
6063,300
6066,85
6067,415
6068,357
6069,330
6070,281
6071,306
6072,164
6073,298
6074,134
6075,450
6077,489
6078,338
6079,266
6080,662
6081,586
6082,1772
6083,7
6088,3
6091,140
6096,108
6110,46
6116,228
6118,3
6126,228
6127,405
6129,292
6130,220
6131,247
6132,271
6133,305
6134,347
6135,253
6136,186
6137,313
6138,209
6139,287
6140,318
6141,257
6142,317
6146,310
6147,248
6149,667
6151,113
6154,130
6155,775
6157,710
6158,769
6159,149
6160,295
6161,138
6162,183
6164,106
6165,110
6167,176
6168,196
6169,243
6170,241
6171,236
6172,296
6173,71
6174,520
6175,246
6176,292
6177,420
6178,519
6180,129
6182,201
6183,265
6184,540
6186,714
6187,177
6189,821
6190,490
6191,359
6192,452
6194,314
6195,319
6196,365
6197,346
6198,862
6199,295
6200,617
6201,374
6202,422
6203,625
6204,419
6205,942
6206,501
6207,533
6208,594
6209,634
6210,254
6211,986
6212,1575
6214,417
6217,6
6225,8
6235,463
6236,632
6237,637
6241,78
6244,517
6245,2387
6250,450
6251,484
6254,69
6255,439
6256,1076
6262,171
6265,1325
6270,384
6271,782
6274,68
6275,346
6291,158
6295,407
6297,171
6298,373
6299,285
6307,323
6308,360
6312,191
6316,184
6317,143
6319,139
6320,159
6322,558
6323,497
6325,462
6331,463
6342,94
6347,855
6349,67
6351,797
6355,723
6356,732
6359,131
6368,95
6379,63
6385,90
6386,511
6387,537
6388,240
6389,70
6390,55
6391,489
6392,515
6393,238
6394,51
6396,89
6397,581
6398,270
6400,611
6403,359
6405,438
6406,208
6407,250
6409,313
6410,222
6411,244
6412,202
6413,214
6414,310
6415,198
6416,193
6421,590
6422,699
6424,708
6425,390
6426,428
6434,671
6438,414
6439,9
6449,15
6451,460
6453,462
6455,590
6456,822
6457,465
6458,269
6460,27
6461,2
6469,333
6470,606
6471,229
6472,1323
6473,230
6474,237
6477,1041
6478,236
6479,7
6480,274
6482,209
6483,7
6485,270
6486,339
6488,258
6491,148
6495,151
6499,156
6501,100
6502,143
6503,431
6504,37
6507,172
6510,192
6511,126
6512,217
6517,36
6518,7
6521,197
6523,69
6526,89
6528,2939
6529,1153
6530,1458
6531,119
6532,936
6533,197
6534,495
6536,159
6537,457
6538,161
6539,120
6541,376
6542,438
6545,225
6548,677
6549,674
6551,819
6552,41
6554,866
6555,116
6556,110
6557,544
6558,104
6560,122
6561,106
6562,127
6563,124
6564,128
6565,134
6566,543
6569,487
6570,481
6571,894
6572,424
6573,885
6578,798
6579,746
6580,721
6581,676
6582,624
6583,659
6586,6
6588,347
6591,607
6592,155
6593,499
6594,725
6595,564
6596,84
6601,1523
6606,170
6607,1507
6608,1472
6610,131
6613,857
6616,78
6619,870
6620,1736
6621,355
6623,281
6624,1007
6626,1034
6628,145
6629,295
6631,735
6632,252
6635,244
6639,211
6641,20
6645,738
6646,803
6647,541
6648,381
6653,55
6654,55
6655,55
6656,55
6657,45
6658,55
6659,65
6660,186
6661,71
6662,71
6663,596
6670,1866
6671,1755
6672,4
6673,1104
6675,670
6685,257
6686,216
6687,136
6689,81
6690,67
6691,33
6692,46
6694,46
6695,232
6698,1490
6699,1123
6700,1015
6701,958
6702,965
6703,1007
6704,878
6705,625
6706,1499
6707,80
6708,1169
6709,1076
6710,79
6711,844
6712,75
6713,750
6714,27
6715,572
6717,27
6718,591
6719,512
6720,24
6721,425
6722,367
6723,344
6724,357
6725,243
6726,26
6728,85
6731,771
6733,200
6734,537
6737,333
6739,145
6740,768
6741,93
6742,1324
6743,1211
6744,429
6747,47
6750,645
6752,934
6753,1000
6754,1013
6755,1068
6756,1187
6757,679
6760,105
6763,52
6766,363
6767,75
6770,53
6786,113
6794,1805
6803,20
6804,57
6813,123
6815,149
6817,142
6818,169
6819,167
6820,483
6823,121
6824,70
6826,873
6827,213
6828,897
6829,245
6832,241
6834,59
6835,616
6836,674
6837,626
6838,625
6839,686
6840,657
6841,48
6843,49
6846,60
6847,4512
6850,60
6851,81
6852,96
6853,95
6854,116
6855,889
6856,915
6859,511
6861,430
6863,510
6864,513
6865,960
6866,851
6867,958
6868,919
6869,519
6870,592
6871,1064
6872,547
6873,683
6876,4024
6877,322
6879,256
6880,291
6881,132
6883,249
6884,653
6885,746
6886,673
6888,189
6889,335
6891,678
6892,50
6893,331
6894,703
6895,804
6896,823
6897,757
6898,356
6899,72
6900,361
6901,404
6902,410
6903,373
6904,377
6905,372
6906,378
6908,345
6909,384
6910,353
6911,377
6912,377
6913,358
6914,334
6915,310
6916,339
6917,61
6918,295
6919,304
6920,468
6921,482
6922,448
6923,411
6924,435
6925,3494
6926,416
6927,415
6928,419
6929,3428
6931,312
6932,455
6933,436
6934,411
6935,392
6936,422
6937,447
6938,414
6939,67
6940,391
6941,524
6942,617
6943,997
6944,2567
6945,494
6946,94
6947,94
6948,94
6949,95
6950,98
6952,249
6953,102
6954,100
6955,474
6957,103
6958,109
6959,105
6960,111
6961,114
6962,119
6963,181
6964,321
6965,283
6966,299
6967,281
6968,274
6970,264
6971,3341
6972,52
6973,775
6974,468
6975,1157
6976,213
6977,234
6978,301
6979,666
6980,485
6981,550
6982,628
6983,960
6984,12
6985,865
6986,1571
6987,429
6989,247
6991,463
6992,350
6994,121
6995,1037
6996,141
6997,46
6998,36
6999,147
7000,236
7002,84
7003,72
7004,443
7005,410
7006,412
7007,164
7008,165
7009,179
7010,240
7011,122
7013,261
7014,900
7015,854
7016,507
7017,414
7018,561
7019,566
7020,443
7021,663
7022,588
7023,500
7024,670
7025,640
7026,657
7027,542
7028,675
7029,594
7030,602
7031,551
7032,571
7033,553
7034,589
7035,596
7036,551
7037,552
7038,616
7039,571
7040,527
7041,585
7042,498
7043,494
7044,478
7045,546
7046,460
7047,502
7048,836
7049,52
7050,151
7051,1030
7052,970
7053,896
7054,144
7055,910
7056,959
7057,872
7058,858
7059,610
7060,3604
7061,700
7062,706
7063,101
7064,93
7065,646
7066,660
7067,628
7068,642
7069,122
7070,110
7071,110
7072,110
7073,110
7074,110
7075,112
7077,115
7078,116
7079,119
7080,110
7081,118
7082,126
7083,125
7084,128
7085,126
7086,131
7087,126
7088,135
7089,131
7090,136
7097,2990
7101,444
7102,2241
7106,728
7108,108
7109,110
7110,110
7111,110
7112,297
7113,575
7114,549
7115,417
7116,184
7117,459
7118,421
7119,68
7120,325
7121,316
7122,320
7123,727
7124,221
7127,274
7128,208
7129,222
7130,229
7131,343
7132,227
7134,789
7135,141
7136,147
7137,147
7138,148
7139,147
7140,1352
7141,868
7142,873
7143,884
7144,139
7146,609
7147,147
7148,159
7149,172
7150,164
7151,185
7152,176
7153,193
7154,604
7155,661
7156,27
7158,613
7159,56
7160,89
7164,180
7165,734
7166,569
7168,694
7169,770
7172,756
7173,836
7174,398
7175,895
7177,1211
7178,561
7179,583
7182,594
7184,682
7185,837
7186,34
7187,1182
7188,983
7189,1306
7194,466
7198,2114
7201,1148
7202,1570
7203,1654
7204,1686
7205,13
7206,14
7207,1782
7208,1987
7210,2180
7211,2219
7212,2210
7213,211
7214,2406
7215,2587
7216,2764
7217,2844
7218,345
7221,1151
7222,1282
7223,1247
7224,1791
7226,1870
7227,1808
7228,2062
7229,3055
7230,1032
7231,371
7235,107
7237,109
7240,216
7241,315
7242,307
7243,303
7244,346
7245,270
7246,280
7247,324
7248,301
7249,350
7250,48
7251,313
7252,308
7253,332
7254,336
7255,312
7256,346
7257,341
7258,354
7259,373
7260,327
7261,337
7262,356
7265,41
7266,250
7267,263
7268,270
7269,273
7270,283
7271,273
7272,283
7274,411
7276,282
7277,276
7278,297
7279,307
7280,288
7281,300
7282,13
7283,267
7284,561
7285,482
7286,514
7287,483
7288,500
7289,521
7290,488
7291,498
7292,544
7293,549
7294,551
7295,441
7296,570
7297,537
7298,553
7299,559
7300,558
7301,560
7302,632
7303,576
7304,608
7305,626
7306,431
7307,401
7308,397
7309,400
7310,413
7311,402
7312,439
7313,423
7314,394
7315,445
7316,430
7317,259
7318,467
7319,48
7320,480
7321,48
7322,453
7323,482
7324,481
7325,479
7326,417
7327,714
7329,207
7330,514
7332,601
7333,579
7336,544
7337,636
7339,712
7340,702
7341,821
7342,896
7344,833
7345,134
7347,197
7348,651
7349,327
7350,271
7351,266
7352,331
7353,295
7355,225
7356,285
7357,353
7358,361
7359,342
7360,197
7361,361
7362,397
7363,400
7364,440
7365,425
7366,490
7367,219
7368,574
7369,513
7370,243
7371,215
7372,226
7373,228
7374,223
7375,233
7376,247
7377,236
7378,245
7379,243
7380,247
7381,215
7382,245
7383,246
7384,240
7385,260
7387,270
7388,263
7389,272
7390,262
7392,197
7394,197
7395,199
7396,199
7397,202
7398,200
7399,206
7400,210
7401,208
7402,120
7403,211
7404,208
7405,209
7406,892
7407,211
7408,201
7410,216
7411,221
7413,561
7414,955
7415,89
7416,188
7417,85
7418,65
7422,35
7423,888
7425,63
7426,65
7428,67
7429,43
7430,43
7431,71
7432,45
7433,44
7434,2858
7435,148
7436,558
7437,111
7438,100
7439,53
7440,101
7441,38
7442,37
7443,97
7444,87
7445,48
7446,2642
7447,2188
7448,2083
7449,1865
7450,87
7451,1338
7452,1135
7453,1062
7454,995
7455,273
7456,165
7457,212
7458,207
7459,223
7460,213
7461,269
7462,189
7463,257
7464,323
7465,297
7466,169
7467,347
7468,260
7469,381
7470,376
7471,613
7472,320
7474,71
7475,376
7476,396
7478,51
7479,90
7480,81
7481,108
7482,83
7483,117
7484,97
7485,106
7486,123
7487,73
7488,159
7489,1107
7490,152
7491,169
7492,158
7494,167
7495,614
7496,194
7498,123
7499,2040
7501,229
7503,7
7505,111
7506,162
7507,144
7508,184
7509,126
7510,142
7511,2401
7513,164
7515,142
7517,173
7518,53
7519,2308
7520,279
7521,390
7523,331
7524,305
7525,299
7527,260
7529,237
7530,2534
7531,416
7532,197
7534,293
7535,948
7536,247
7538,256
7539,649
7540,238
7541,74
7542,993
7543,832
7544,501
7545,493
7546,531
7547,535
7548,132
7549,551
7550,90
7552,545
7554,524
7555,607
7556,76
7557,15
7558,283
7559,134
7560,584
7561,122
7562,121
7564,154
7565,456
7566,494
7568,124
7570,150
7571,754
7572,505
7573,9
7575,130
7577,128
7579,124
7580,432
7581,127
7582,526
7583,474
7584,101
7585,161
7586,137
7587,151
7591,105
7592,100
7594,119
7596,80
7597,115
7598,84
7599,82
7601,77
7602,57
7603,54
7606,246
7607,301
7608,291
7611,623
7612,645
7613,1123
7614,1508
7615,258
7616,1769
7617,31
7619,207
7621,214
7622,186
7626,124
7627,70
7628,805
7629,583
7631,484
7632,470
7633,527
7634,477
7636,309
7637,2191
7638,651
7641,262
7646,209
7647,2215
7648,115
7649,76
7650,505
7651,40
7652,34
7654,119
7656,465
7657,447
7658,1298
7659,731
7661,219
7662,264
7663,1103
7664,450
7665,1069
7666,871
7667,781
7668,1037
7669,1011
7670,635
7671,700
7672,263
7673,1305
7674,584
7675,543
7676,557
7677,473
7678,476
7679,414
7680,609
7681,932
7682,679
7683,1014
7684,1311
7685,64
7686,601
7687,295
7688,363
7689,637
7690,732
7691,715
7692,556
7693,628
7694,405
7695,502
7696,455
7697,66
7698,480
7699,508
7700,495
7701,530
7702,514
7703,699
7704,563
7705,577
7706,888
7707,65
7708,667
7709,751
7710,870
7711,893
7712,725
7714,63
7715,2669
7716,352
7724,1217
7725,298
7726,305
7727,284
7728,252
7729,332
7733,143
7734,1039
7735,803
7736,375
7737,63
7738,51
7741,125
7742,1088
7743,152
7744,197
7745,316
7746,352
7747,528
7748,345
7749,653
7750,587
7751,755
7752,847
7753,929
7754,1389
7755,248
7756,299
7758,1230
7759,260
7760,1370
7761,266
7762,273
7763,1410
7764,297
7765,242
7766,273
7767,253
7770,233
7771,243
7772,247
7774,23
7775,245
7776,258
7779,411
7780,322
7782,371
7783,361
7784,801
7785,386
7786,2888
7787,379
7788,241
7790,354
7791,1011
7792,295
7793,346
7794,2952
7797,284
7798,220
7799,191
7800,195
7802,200
7803,187
7804,191
7805,163
7808,171
7809,186
7811,103
7813,94
7815,160
7816,102
7817,137
7818,128
7819,50
7820,193
7821,231
7822,215
7823,58
7824,227
7825,203
7826,193
7827,93
7829,212
7830,155
7831,401
7832,200
7833,252
7834,202
7836,455
7837,202
7838,199
7839,194
7840,196
7841,915
7843,136
7844,197
7846,86
7847,93
7848,80
7851,928
7852,128
7853,827
7854,874
7855,771
7856,706
7857,758
7859,719
7860,615
7861,706
7863,179
7864,124
7865,327
7866,122
7867,288
7868,146
7869,162
7870,157
7871,278
7872,180
7875,236
7877,201
7879,204
7880,907
7881,201
7882,201
7883,174
7884,418
7885,439
7886,481
7887,406
7888,406
7889,433
7891,470
7892,367
7893,399
7894,415
7895,483
7897,425
7898,398
7899,598
7900,470
7901,3022
7903,684
7904,707
7905,506
7907,635
7911,561
7912,620
7913,543
7914,540
7915,500
7916,52
7918,520
7919,519
7920,508
7921,499
7922,551
7924,478
7927,129
7928,134
7929,132
7930,134
7931,128
7932,132
7933,131
7934,130
7935,854
7936,130
7937,141
7938,108
7939,961
7940,67
7943,1127
7944,263
7945,1115
7948,157
7949,274
7950,180
7951,160
7952,161
7953,161
7955,164
7956,242
7957,154
7958,158
7959,280
7960,214
7961,264
7963,123
7964,152
7965,153
7966,155
7967,124
7968,143
7969,146
7970,377
7971,717
7973,643
7974,316
7975,171
7976,540
7977,427
7978,1053
7980,1359
7981,534
7982,931
7983,439
7984,560
7985,431
7986,429
7987,433
7988,344
7989,313
7990,306
7991,353
7992,327
7993,323
7994,292
7995,323
7996,1384
7997,19
7998,2513
7999,156
8000,152
8002,2320
8003,150
8004,367
8005,847
8006,774
8007,717
8008,351
8009,17
8010,306
8011,1905
8015,218
8017,236
8019,652
8020,261
8021,82
8022,228
8023,224
8024,1078
8025,106
8026,1153
8028,2716
8029,242
8030,237
8031,168
8032,143
8033,219
8034,94
8036,375
8038,67
8040,539
8041,61
8043,80
8045,163
8047,153
8050,198
8052,221
8053,74
8055,200
8057,199
8058,202
8059,966
8060,183
8061,1030
8062,227
8063,189
8064,206
8065,266
8066,178
8067,176
8068,190
8069,357
8070,164
8071,177
8072,2087
8073,607
8074,697
8075,179
8076,256
8077,2038
8078,2560
8079,151
8080,152
8083,2726
8086,2718
8087,539
8088,266
8090,307
8091,303
8094,509
8095,135
8096,249
8097,66
8103,907
8104,180
8105,138
8106,839
8107,899
8108,655
8109,71
8110,846
8111,785
8112,143
8117,633
8118,458
8121,473
8122,1164
8124,1096
8126,1073
8127,1028
8129,1965
8130,616
8132,906
8133,1651
8134,983
8136,1655
8137,167
8140,274
8141,338
8142,316
8146,2839
8148,596
8151,1606
8153,844
8156,277
8158,41
8159,41
8160,1382
8161,41
8162,461
8163,485
8164,562
8165,626
8167,479
8168,410
8170,483
8171,70
8172,169
8173,1163
8175,1151
8179,1416
8180,48
8181,340
8182,267
8183,375
8185,139
8187,529
8188,1652
8189,1946
8190,1019
8192,463
8193,459
8194,146
8196,211
8198,250
8204,585
8206,395
8208,371
8210,453
8218,913
8222,691
8223,631
8224,556
8225,196
8226,335
8228,1495
8230,409
8231,425
8235,1015
8237,1496
8239,437
8241,93
8242,56
8244,565
8246,423
8247,407
8248,1261
8250,169
8253,66
8254,44
8255,26
8261,205
8266,259
8267,115
8268,1552
8270,77
8274,850
8275,878
8276,397
8277,297
8280,41
8285,266
8289,460
8290,452
8291,687
8292,207
8295,186
8296,263
8297,236
8298,2110
8302,1266
8303,536
8305,242
8307,107
8308,88
8309,84
8311,17
8312,893
8314,860
8315,745
8316,763
8317,181
8318,707
8319,588
8320,578
8321,528
8323,933
8325,171
8326,612
8328,1255
8329,520
8330,593
8332,514
8333,540
8335,685
8336,1030
8337,377
8339,634
8340,552
8341,399
8342,318
8345,295
8346,116
8347,1781
8348,1496
8349,792
8350,97
8351,1149
8352,1162
8353,117
8354,1042
8355,138
8358,170
8359,188
8361,1456
8362,1339
8363,270
8364,1248
8365,380
8367,452
8368,142
8370,1155
8371,1059
8372,626
8375,110
8376,680
8377,46
8378,41
8381,257
8382,281
8385,42
8386,211
8387,41
8388,810
8391,2127
8392,1788
8393,53
8395,58
8396,177
8397,172
8401,126
8402,81
8403,753
8404,170
8405,663
8406,181
8407,91
8408,169
8409,308
8410,562
8411,554
8412,579
8414,499
8416,187
8417,461
8418,298
8419,671
8420,110
8422,861
8423,916
8424,1009
8425,1034
8426,112
8427,957
8429,812
8430,740
8431,610
8433,493
8434,138
8435,480
8436,444
8437,378
8438,64
8439,346
8441,174
8442,372
8443,780
8444,866
8446,299
8447,908
8448,22
8452,985
8453,237
8460,821
8462,1907
8463,235
8465,229
8466,3143
8473,690
8477,1694
8481,76
8482,951
8483,163
8484,441
8485,148
8486,337
8488,354
8491,236
8492,228
8494,150
8495,153
8497,307
8498,259
8499,268
8500,182
8501,143
8502,430
8503,132
8504,94
8508,54
8509,643
8510,256
8511,134
8512,678
8513,228
8515,534
8516,234
8517,503
8520,492
8521,123
8522,473
8524,123
8526,35
8527,254
8528,281
8529,225
8530,198
8531,177
8532,147
8533,115
8534,119
8535,125
8536,77
8537,285
8538,78
8539,55
8540,44
8541,32
8542,845
8543,208
8544,1572
8546,1430
8547,1814
8548,611
8557,1062
8558,727
8559,1696
8560,622
8561,569
8562,497
8563,447
8565,365
8566,350
8567,355
8568,284
8570,216
8571,100
8572,84
8573,203
8574,78
8575,216
8577,204
8580,199
8581,213
8585,227
8588,123
8589,127
8590,183
8591,617
8592,1303
8593,1158
8594,718
8595,682
8596,489
8597,396
8598,234
8599,1135
8600,865
8601,723
8603,583
8604,553
8605,479
8606,203
8607,436
8608,497
8609,470
8610,437
8611,416
8612,242
8614,2229
8617,316
8620,326
8624,249
8625,1682
8627,1560
8628,1460
8629,245
8630,1432
8631,1443
8632,1286
8634,365
8635,980
8636,1000
8637,1059
8639,1199
8640,1180
8641,541
8643,484
8647,1413
8648,2675
8650,2615
8651,1875
8652,326
8653,2406
8654,834
8655,824
8657,949
8658,906
8659,977
8660,932
8662,829
8663,364
8664,376
8665,38
8666,1030
8667,725
8668,809
8669,663
8670,593
8671,159
8672,49
8673,584
8674,540
8675,313
8677,1155
8678,145
8687,338
8688,1002
8689,1121
8690,1160
8693,316
8697,1133
8698,257
8707,272
8710,259
8712,2831
8715,332
8716,392
8717,1705
8718,420
8720,189
8722,93
8723,197
8726,164
8729,220
8731,349
8732,76
8738,57
8740,221
8742,555
8744,533
8745,563
8746,679
8747,804
8748,714
8750,354
8752,527
8753,341
8754,361
8755,627
8758,812
8759,869
8760,552
8761,883
8763,804
8764,2811
8768,448
8769,409
8770,457
8771,360
8772,1327
8773,431
8776,510
8777,1116
8778,860
8779,495
8780,892
8781,465
8782,563
8783,54
8787,32
8788,39
8789,42
8790,43
8791,54
8793,70
8795,70
8796,121
8797,109
8800,93
8801,729
8803,96
8804,768
8806,22
8813,2704
8815,1185
8818,124
8820,189
8821,314
8822,252
8824,299
8825,422
8827,128
8830,162
8831,181
8833,38
8836,967
8838,991
8841,161
8846,174
8847,174
8859,15
8865,141
8870,37
8871,807
8872,1804
8873,62
8874,1988
8876,1946
8877,20
8879,20
8881,22
8882,253
8884,678
8885,49
8888,553
8890,1805
8891,1354
8893,419
8894,278
8895,570
8896,577
8898,2584
8899,1072
8903,429
8904,843
8905,145
8906,1275
8907,462
8908,1213
8909,1285
8910,838
8911,839
8912,879
8913,99
8914,4
8915,15
8918,237
8921,241
8922,197
8924,1253
8925,1525
8928,327
8929,2381
8931,1525
8934,197
8935,1278
8936,912
8937,107
8938,99
8940,457
8942,441
8944,138
8948,907
8949,300
8951,294
8953,4
8954,4
8956,798
8957,821
8959,1043
8960,866
8964,207
8967,1335
8968,1419
8974,313
8977,629
8978,540
8979,605
8980,37
8981,588
8982,529
8984,571
8986,559
8987,598
8988,68
8989,668
8990,615
8992,632
8993,4
8994,755
8995,771
8996,740
9000,1767
9001,271
9004,3
9007,28
9008,304
9012,56
9013,260
9017,221
9018,361
9019,329
9020,325
9024,183
9025,394
9026,345
9028,492
9029,324
9030,512
9031,540
9032,52
9033,336
9034,79
9035,593
9036,124
9037,882
9038,557
9039,627
9040,862
9042,255
9043,276
9044,272
9045,294
9050,1777
9052,229
9053,336
9054,1848
9056,338
9057,350
9059,334
9061,358
9062,24
9064,175
9066,232
9067,195
9068,205
9069,185
9070,231
9072,202
9073,207
9074,27
9075,219
9076,226
9078,264
9079,224
9080,276
9081,279
9083,269
9084,477
9086,445
9087,500
9088,343
9089,184
9090,516
9091,523
9092,40
9093,494
9094,534
9095,337
9097,112
9098,452
9099,507
9100,485
9101,550
9102,504
9103,557
9104,530
9105,389
9106,400
9107,47
9108,58
9109,75
9110,97
9111,92
9113,356
9114,108
9115,382
9117,403
9118,514
9119,412
9120,426
9121,457
9122,439
9123,392
9124,408
9125,443
9126,107
9128,301
9130,176
9136,367
9138,547
9139,241
9140,13
9148,1164
9152,107
9153,82
9154,145
9156,1543
9157,75
9159,69
9160,382
9162,30
9163,260
9165,62
9168,234
9170,509
9171,83
9172,208
9173,88
9174,289
9175,226
9176,237
9177,46
9180,196
9181,1285
9183,187
9184,707
9187,879
9188,182
9191,387
9192,21
9194,467
9196,524
9198,350
9199,179
9201,634
9202,36
9204,608
9205,399
9206,382
9207,953
9208,332
9209,286
9210,1675
9211,195
9212,69
9213,758
9215,158
9216,295
9217,192
9218,335
9221,71
9222,62
9223,282
9224,8
9227,30
9228,74
9230,22
9235,177
9237,424
9238,410
9239,391
9240,201
9241,426
9242,294
9243,11
9246,433
9247,375
9248,170
9249,312
9251,68
9252,61
9253,279
9255,158
9257,889
9258,624
9261,234
9262,168
9264,170
9269,101
9270,120
9271,125
9273,292
9274,251
9275,180
9276,21
9281,297
9287,197
9291,627
9293,188
9296,90
9297,928
9303,411
9304,490
9305,546
9306,564
9307,614
9309,867
9310,85
9322,701
9340,278
9341,1863
9342,1895
9343,617
9344,525
9345,620
9346,610
9347,532
9348,462
9349,337
9350,36
9352,268
9353,268
9354,190
9355,127
9356,180
9357,122
9358,154
9360,74
9362,332
9363,1188
9365,1379
9370,351
9371,1164
9372,6
9373,590
9374,55
9375,1709
9376,1566
9377,967
9378,777
9379,685
9380,1501
9381,1519
9382,1777
9383,33
9384,153
9388,90
9390,92
9392,268
9393,353
9394,434
9396,284
9397,263
9399,76
9401,760
9402,271
9404,228
9405,2092
9408,219
9411,8
9412,323
9413,124
9414,457
9416,69
9417,276
9418,200
9424,224
9425,669
9427,9
9429,317
9432,453
9433,37
9434,427
9439,454
9442,531
9445,572
9448,57
9449,48
9450,60
9453,285
9458,176
9463,299
9470,212
9471,18
9472,52
9473,79
9474,78
9475,61
9482,95
9495,40
9497,245
9498,272
9501,66
9502,420
9503,156
9505,30
9506,25
9509,147
9510,36
9511,370
9512,62
9518,263
9519,265
9520,286
9521,238
9529,200
9531,172
9532,178
9533,184
9534,165
9539,63
9540,40
9541,40
9551,42
9553,33
9555,50
9556,71
9563,42
9564,666
9576,160
9577,14
9587,8
9592,27
9598,10
9601,26
9602,20
9604,672
9609,88
9614,1304
9615,968
9616,973
9617,761
9619,581
9620,602
9621,458
9622,374
9625,240
9626,153
9633,1136
9637,75
9640,32
9641,47
9642,28
9643,379
9649,249
9650,65
9651,63
9652,46
9657,939
9658,241
9665,751
9666,526
9668,403
9672,5
9674,117
9675,128
9681,46
9684,46
9688,3
9691,24
9701,22
9702,719
9703,506
9707,112
9710,6
9711,7
9725,120
9727,20
9728,512
9729,440
9730,359
9732,333
9734,246
9735,183
9736,74
9738,46
9758,472
9761,817
9762,722
9763,67
9768,213
9769,21
9771,138
9773,113
9774,20
9776,48
9777,49
9778,47
9782,1802
9783,97
9784,78
9802,102
9803,86
9810,129
9815,21
9817,20
9820,63
9845,49
9849,711
9855,236
9856,236
9857,212
9859,119
9869,48
9873,39
9874,34
9890,89
9891,34
9896,696
9897,465
9898,272
9899,274
9900,59
9909,18
9910,33
9911,42
9912,172
9918,19
9919,41
9920,48
9923,103
9925,77
9929,58
9932,35
9935,38
9936,96
9960,8
9961,39
9962,12
9975,1041
9976,1063
9977,1039
9978,992
9979,910
9980,940
9981,888
9982,851
9983,812
9992,189
9993,98
9995,35
9997,17
10001,548
10003,18
10008,5
10011,169
10012,185
10013,181
10014,174
10015,178
10016,177
10017,174
10018,175
10019,168
10020,172
10021,167
10022,169
10023,170
10024,169
10025,193
10026,166
10027,168
10028,167
10029,166
10030,167
10031,167
10032,166
10033,166
10034,166
10035,166
10036,166
10037,166
10039,234
10040,211
10041,232
10042,202
10043,219
10044,216
10045,206
