idx,deg
34292,394
34304,21
34326,50
34344,601
34355,11
34360,30
34361,38
34368,45
34401,74
34414,18
34422,261
34424,80
34426,55
34427,43
34428,32
34433,13
34441,77
34453,110
34459,118
34463,100
34487,145
34507,5
34510,76
34513,74
34524,72
34526,65
34532,9
34548,38
34549,36
34564,256
34572,235
34624,35
34627,36
34638,193
34639,212
34640,228
34644,299
34652,11
34653,46
34654,24
34656,323
34657,364
34658,218
34659,250
34661,236
34662,179
34663,173
34664,185
34679,113
34683,277
34713,26
34722,8
34727,429
34741,108
34754,116
34755,110
34756,80
34757,59
34758,65
34759,43
34760,32
34761,32
34762,27
34764,5
34765,230
34766,134
34767,41
34768,40
34769,14
34773,62
34777,49
34778,44
34779,65
34780,74
34781,82
34794,100
34796,928
34797,340
34800,356
34802,325
34804,423
34806,274
34809,406
34815,179
34836,35
34845,245
34847,341
34856,227
34858,266
34901,298
34914,379
34922,394
34936,307
34943,292
34953,426
34976,199
34977,202
34979,240
34987,209
34989,264
35001,268
35012,325
35019,226
35021,202
35027,4
35034,197
35039,266
35056,162
35057,204
35058,444
35077,353
35092,374
35094,374
35130,299
35176,14
35178,32
35190,403
35191,227
35194,110
35202,346
35204,327
35212,221
35213,277
35216,266
35219,233
35231,82
35234,603
35267,120
35287,76
35297,9
35306,132
35308,86
35322,55
35331,85
35342,691
35344,831
35348,403
35351,353
35353,258
35369,422
35380,18
35381,29
35382,53
35399,331
35402,307
35412,144
35442,136
35444,256
35521,113
35526,720
35531,240
35533,132
35536,31
35543,521
35554,46
35555,163
35556,158
35557,163
35558,151
35559,151
35560,151
35561,198
35562,209
35563,82
35564,74
35565,175
35566,445
35576,239
35577,606
35578,458
35579,331
35580,347
35581,477
35582,235
35583,315
35584,275
35585,237
35586,230
35588,265
35589,202
35590,173
35591,205
35592,222
35593,172
35594,180
35595,196
35596,175
35597,178
35721,23
35733,16
35737,12
35765,12
35777,33
35784,28
35803,389
35804,280
35813,68
35859,14
35877,78
35879,10
35886,24
35900,177
35906,49
35907,49
35910,3
35911,290
35912,152
35916,148
35926,190
35999,254
36000,156
36003,87
36005,81
36007,68
36009,307
36035,83
36043,222
36044,261
36045,271
36046,273
36047,248
36048,169
36049,266
36050,213
36054,300
36055,227
36056,207
36059,235
36060,238
36062,194
36063,218
36064,190
36065,335
36069,6
36070,34
36072,493
36073,490
36076,179
36079,326
36082,354
36084,351
36086,324
36098,18
36105,6
36107,9
36109,110
36110,177
36111,161
36112,178
36113,165
36114,147
36115,152
36116,148
36117,138
36118,121
36119,109
36121,98
36122,99
36123,96
36124,95
36125,87
36126,80
36127,82
36128,82
36129,76
36130,69
36144,848
36145,362
36149,155
36167,11
36168,46
36211,50
36221,758
36223,335
36225,331
36226,285
36228,214
36229,194
36231,15
36232,158
36233,180
36236,148
36239,60
36240,50
36246,275
36253,33
36264,19
36265,13
36287,59
36288,28
36297,45
36303,309
36306,51
36334,243
36337,128
36339,64
36350,80
36351,14
36358,282
36389,202
36453,14
36460,44
36466,32
36506,5
36509,84
36511,5
36517,35
36519,14
36533,28
36536,27
36559,252
36620,996
36652,423
36668,162
36705,91
36708,55
36734,773
36741,149
36745,19
36746,626
36787,9
36794,160
36805,124
36808,262
36841,43
36857,174
36878,628
36944,37
36947,17
36973,103
36975,9
37015,17
37016,45
37019,123
37047,198
37078,191
37080,212
37081,286
37083,468
37103,7
37104,192
37105,65
37118,114
37119,187
37171,45
37204,20
37206,28
37227,185
37235,139
37279,216
37284,192
37295,148
37374,236
37453,26
37524,188
37564,353
37565,188
37608,15
37613,98
37623,31
37630,34
37642,8
37664,80
37665,19
37675,223
37678,321
37693,26
37694,26
37697,29
37700,66
37702,403
37703,68
37704,91
37705,46
37708,105
37710,102
37718,179
37722,207
37726,195
37735,80
37753,131
37755,144
37776,188
37828,810
37844,167
37886,803
37887,429
37889,13
37895,17
37904,18
37910,29
37940,96
37975,151
37992,426
38000,313
38020,332
38061,34
38072,74
38077,48
38094,262
38113,57
38127,145
38134,35
38135,46
38155,80
38168,28
38188,58
38208,280
38210,10
38215,14
38262,289
38280,132
38286,56
38296,463
38314,29
38317,6
38320,429
38339,62
38357,9
38364,210
38378,68
38383,17
38388,153
38404,14
38405,19
38431,164
38432,168
38441,65
38461,163
38468,40
38475,137
38498,75
38499,73
38507,72
38514,42
38519,4
38525,52
38538,321
38539,135
38544,154
38556,82
38563,7
38564,163
38584,555
38610,189
38614,25
38623,109
38636,176
38660,144
38690,85
38700,139
38722,170
38723,187
38739,20
38757,146
38774,200
38783,121
38785,127
38790,801
38806,153
38812,7
38831,322
38839,226
38858,54
38863,142
38869,103
38879,246
38998,86
39012,118
39025,441
39049,92
39061,96
39063,63
39064,104
39065,263
39130,55
39134,156
39150,194
39156,186
39168,94
39182,223
39201,23
39247,291
39273,3
39282,160
39300,222
39311,386
39319,196
39333,422
39344,103
39353,195
39355,32
39367,584
39382,52
39405,5
0,1495
2,634
3,1564
4,1746
5,680
6,12
8,1447
9,1656
10,54
12,1695
13,73
14,1751
15,1638
17,1376
19,1427
20,1672
21,1837
22,504
23,1542
25,93
26,25
28,459
30,427
31,1471
32,1572
36,1540
37,1502
38,481
39,1016
41,1325
43,1371
44,1380
45,1317
46,1420
48,1631
49,44
50,1599
52,1809
53,2039
54,2126
56,2171
57,2247
58,2266
62,1227
64,1072
65,1101
67,1254
70,719
71,754
72,1187
74,898
75,2459
79,751
80,859
81,876
83,1179
85,1227
86,1232
87,59
89,59
90,452
91,403
92,284
93,126
95,141
96,124
100,76
103,2008
104,2002
106,291
107,1339
108,47
109,1639
110,1465
111,923
113,1221
115,2638
116,1380
117,1407
118,1730
119,1918
120,4649
121,2317
122,2504
124,944
125,775
126,2894
127,787
128,619
129,2956
130,69
132,1337
138,2695
146,2567
151,2721
153,193
158,1999
159,1787
160,585
161,1852
162,718
164,626
165,692
166,736
167,837
168,1877
172,2131
173,2090
176,812
178,2216
179,2314
180,2398
181,2593
182,539
187,474
190,486
192,484
195,978
197,580
198,646
199,537
200,636
201,645
202,1060
203,885
204,639
205,622
207,2883
208,2929
215,273
218,1748
219,302
221,4508
224,1030
225,1011
226,376
229,1221
230,36
232,45
233,1529
235,47
236,73
237,95
239,99
240,196
242,260
243,18
244,729
245,724
248,999
249,1061
250,1118
251,52
252,52
254,69
256,1388
257,1573
258,1414
259,1421
260,1492
262,1529
264,1596
265,1532
266,1605
269,1608
270,1570
271,119
272,1598
273,1654
274,1672
275,1711
276,1749
277,1830
278,1870
279,1982
280,2050
282,2215
284,1191
286,119
291,1193
293,1176
295,219
302,1041
304,974
305,1032
306,1127
308,131
311,190
314,137
318,229
319,389
320,465
323,1372
324,180
325,1503
331,1362
332,145
333,126
334,140
337,280
338,2019
339,523
340,2278
341,2246
344,2421
345,2146
347,2109
348,2063
349,1888
356,1888
357,238
359,262
362,1927
363,1932
364,1927
365,443
366,2691
367,3025
369,795
370,3155
371,780
372,821
374,834
375,780
376,820
377,856
378,2875
379,2779
380,1980
381,2671
382,819
383,2490
386,908
390,2491
391,2489
392,2333
394,996
397,1061
398,1075
399,1041
400,1074
401,1119
402,1442
404,369
405,1151
406,1256
407,390
408,1209
409,1214
411,1276
413,1341
414,1315
416,1325
418,1360
419,1415
420,1599
421,442
426,1832
427,1861
428,424
429,1679
430,1790
431,1747
433,1696
435,418
436,1457
438,1642
440,1522
443,927
444,1002
446,993
448,628
449,776
450,960
451,1052
452,1028
453,1042
454,1300
461,630
475,413
477,312
478,347
479,325
480,335
482,295
483,377
484,366
486,391
487,349
488,404
490,443
493,502
494,465
496,490
497,482
498,531
499,526
500,551
501,561
504,123
508,299
511,186
519,541
520,462
526,748
528,1568
529,406
530,423
531,618
535,606
537,543
538,1357
539,620
541,434
542,401
544,387
545,381
546,376
547,378
548,356
549,407
551,324
552,314
553,227
554,179
555,1449
557,839
561,700
565,671
570,700
579,109
581,680
586,982
590,950
592,894
593,932
594,842
595,1008
596,973
597,881
598,1165
599,816
600,824
603,808
617,193
618,196
624,214
625,144
626,197
629,260
630,280
631,240
632,272
635,330
637,301
638,158
644,164
647,119
650,120
651,157
652,3146
655,132
657,137
658,168
660,299
661,827
665,65
666,1422
667,1337
668,1558
670,1787
672,1851
673,1940
674,1948
675,2163
676,2280
677,2486
678,47
679,1241
680,2463
682,4
683,88
685,101
686,1448
687,1460
688,361
689,909
693,225
694,1002
695,807
696,875
697,895
698,879
699,975
700,965
701,940
702,931
703,954
705,980
706,183
708,1065
709,1054
710,1133
713,947
715,1259
716,1295
717,69
718,949
719,946
720,633
722,688
723,230
724,116
727,668
729,704
730,686
732,512
736,691
737,757
738,608
740,1037
741,1108
742,1302
743,1465
744,1856
745,2075
746,861
748,884
749,866
750,1343
752,1109
754,1179
756,271
757,250
758,993
759,1061
761,998
762,525
764,1235
766,921
767,748
775,2362
777,2091
778,2053
779,1148
780,2607
781,1137
782,1928
783,39
784,36
785,53
788,2341
789,2047
790,1872
791,1811
792,156
793,232
794,232
795,232
796,232
797,232
798,235
799,1855
800,271
801,259
802,1216
803,1331
804,84
805,1348
807,1328
808,1329
809,143
811,1276
812,1235
813,272
814,1239
815,1221
816,293
817,1214
818,315
819,1201
821,3404
822,1154
824,1183
825,3145
826,2904
828,2871
829,553
830,506
831,509
832,491
834,1088
835,1069
836,512
837,506
838,526
839,609
840,581
841,1450
843,1459
844,1109
845,636
846,629
847,663
849,1036
850,689
851,698
852,1034
853,749
854,710
855,1007
856,412
857,302
858,302
859,1134
860,1762
861,350
862,338
863,356
864,347
865,312
866,357
867,335
868,376
869,384
870,1648
871,423
872,401
873,1673
874,408
875,1106
876,442
877,469
878,431
879,441
880,1120
881,455
882,470
883,238
885,716
887,701
888,643
890,651
891,183
892,471
893,208
894,654
895,642
896,667
898,659
900,676
901,508
903,253
904,224
905,185
906,202
908,228
909,178
910,147
911,286
912,419
913,709
915,365
916,326
920,137
921,1827
922,181
924,140
925,153
926,745
929,734
930,294
931,283
932,1828
934,266
935,723
936,738
937,755
938,3798
939,711
943,816
945,779
946,764
948,867
949,4175
950,4068
951,3977
952,59
953,756
954,747
955,3631
956,799
959,814
960,801
961,3622
962,3413
964,585
965,98
966,151
970,669
973,120
974,104
976,619
977,99
978,103
980,87
981,96
983,88
984,76
985,71
987,70
990,52
991,614
992,512
994,423
995,328
997,90
999,465
1000,88
1001,98
1002,502
1003,220
1004,100
1005,493
1006,86
1008,129
1010,196
1011,534
1012,506
1013,808
1015,168
1016,191
1017,773
1018,213
1019,855
1022,877
1024,192
1028,208
1030,224
1031,614
1032,33
1033,580
1034,856
1036,805
1041,407
1043,450
1044,430
1045,68
1046,695
1047,670
1049,708
1050,763
1051,2128
1056,2045
1057,419
1058,94
1059,134
1061,444
1062,530
1066,423
1068,422
1070,390
1071,473
1072,331
1073,35
1074,560
1075,576
1076,230
1077,235
1078,289
1080,772
1082,278
1083,315
1085,617
1086,76
1087,1330
1089,373
1090,393
1093,601
1095,639
1098,693
1099,2215
1100,66
1101,261
1102,261
1103,261
1104,261
1105,66
1106,261
1107,66
1108,261
1109,14
1110,66
1111,66
1112,261
1113,261
1114,12
1115,261
1116,261
1117,66
1118,66
1119,261
1120,66
1121,261
1122,66
1123,12
1124,75
1126,72
1127,3899
1128,388
1129,2800
1131,261
1132,261
1133,261
1136,170
1137,261
1139,672
1140,261
1141,261
1142,261
1143,261
1144,261
1145,261
1146,261
1148,261
1149,261
1150,261
1151,261
1152,261
1153,261
1154,261
1155,261
1156,261
1157,261
1158,261
1159,261
1160,261
1161,261
1162,22
1165,936
1166,853
1168,158
1170,688
1171,768
1172,840
1173,1211
1174,1238
1175,1277
1176,1705
1177,2253
1181,480
1182,33
1183,524
1185,388
1186,319
1187,352
1191,1679
1192,840
1193,21
1196,101
1197,1580
1199,88
1202,122
1205,169
1206,69
1207,35
1208,148
1209,261
1210,1503
1211,172
1212,172
1214,245
1215,1415
1216,1246
1217,1106
1218,298
1219,330
1220,385
1221,417
1222,458
1223,990
1224,373
1225,422
1226,435
1227,427
1228,437
1229,413
1230,390
1231,403
1232,386
1233,394
1234,423
1235,394
1236,342
1237,399
1238,408
1239,380
1240,431
1241,395
1242,392
1243,361
1244,359
1245,379
1246,360
1247,380
1248,375
1249,366
1250,349
1252,366
1253,372
1254,372
1255,571
1256,153
1259,671
1260,1354
1261,979
1262,941
1263,811
1264,765
1265,696
1266,695
1267,676
1268,707
1269,648
1270,601
1272,573
1273,595
1274,528
1275,548
1276,548
1277,535
1278,496
1279,483
1280,435
1281,480
1282,490
1283,471
1284,454
1285,420
1286,274
1287,306
1288,305
1289,305
1290,299
1291,297
1292,291
1293,293
1294,287
1295,281
1296,282
1297,277
1298,277
1299,280
1300,276
1301,275
1302,295
1303,276
1304,272
1305,275
1306,271
1307,269
1308,271
1309,270
1310,264
1311,267
1312,266
1313,265
1314,263
1315,262
1316,264
1317,327
1319,372
1320,360
1321,346
1322,341
1323,353
1324,339
1325,374
1326,347
1327,344
1328,349
1329,336
1330,347
1331,338
1332,332
1333,726
1334,328
1335,312
1336,328
1337,327
1338,321
1339,328
1340,332
1341,323
1342,327
1343,307
1344,309
1345,313
1346,318
1347,303
1348,1436
1349,728
1350,361
1352,480
1353,1003
1355,1673
1357,339
1358,500
1359,570
1362,1534
1363,814
1364,196
1365,943
1367,1148
1368,1185
1369,1352
1370,1737
1371,103
1372,135
1373,47
1374,62
1375,63
1376,64
1377,85
1378,91
1379,2890
1385,5900
1387,4842
1388,586
1389,2995
1395,129
1396,533
1397,2617
1398,127
1399,160
1400,222
1401,2036
1402,2139
1404,1861
1405,7
1406,502
1407,1995
1408,1591
1409,172
1410,1046
1413,1396
1414,1205
1415,1265
1416,249
1418,1474
1419,1199
1420,1192
1421,488
1423,470
1424,1223
1425,1100
1427,759
1428,933
1429,977
1430,1143
1432,626
1433,159
1437,302
1438,296
1439,285
1441,483
1442,159
1443,160
1444,167
1445,203
1447,3267
1448,169
1449,187
1450,2469
1451,203
1452,359
1453,340
1454,372
1455,392
1456,2434
1458,457
1459,692
1460,1451
1461,2326
1464,16
1467,41
1468,44
1471,67
1472,223
1473,1548
1474,1101
1475,1105
1476,512
1477,1099
1478,1015
1479,220
1480,2195
1481,208
1485,854
1486,885
1487,904
1488,480
1489,224
1490,284
1492,283
1494,681
1496,282
1497,290
1498,628
1499,670
1500,324
1501,1422
1502,542
1503,213
1504,84
1509,56
1512,85
1516,78
1517,126
1518,163
1523,307
1525,3129
1526,2911
1527,337
1528,2230
1529,357
1530,1743
1532,1691
1533,1664
1534,632
1535,591
1536,562
1539,471
1540,593
1541,718
1542,733
1543,599
1544,598
1545,933
1546,1753
1547,3847
1549,572
1553,504
1554,86
1556,48
1557,621
1565,690
1566,482
1567,416
1568,347
1569,335
1570,274
1572,39
1573,367
1574,566
1575,610
1577,673
1578,1516
1579,1403
1581,1268
1582,702
1583,1127
1584,1189
1585,1056
1586,2503
1587,814
1588,900
1590,949
1591,791
1592,781
1594,126
1595,974
1596,310
1597,253
1598,251
1599,188
1600,180
1601,53
1603,1146
1604,3009
1606,225
1607,2464
1608,2306
1609,1052
1610,229
1611,1140
1612,232
1613,239
1614,255
1615,207
1616,273
1617,294
1618,261
1619,380
1620,976
1621,248
1622,268
1624,286
1625,350
1626,1309
1628,125
1629,1413
1632,1449
1634,365
1637,1516
1639,1307
1640,1339
1641,1243
1642,347
1646,1228
1647,1151
1651,336
1652,1276
1653,301
1654,227
1655,1142
1658,1233
1660,15
1661,341
1662,430
1663,394
1664,46
1667,527
1669,70
1671,67
1672,489
1673,941
1675,4525
1676,3416
1677,2582
1678,2525
1679,2422
1680,446
1683,2246
1684,493
1685,1814
1686,1653
1688,487
1690,395
1691,279
1692,333
1693,457
1694,441
1695,355
1696,413
1697,466
1699,832
1700,371
1701,460
1702,424
1704,1479
1705,456
1706,384
1707,479
1708,526
1709,395
1710,586
1711,583
1713,577
1714,659
1715,651
1716,621
1717,716
1718,816
1719,361
1720,3769
1721,242
1722,337
1723,3270
1724,3203
1725,348
1727,121
1730,248
1731,276
1732,288
1735,4091
1736,347
1738,372
1739,371
1740,774
1742,3041
1744,298
1747,726
1748,415
1749,402
1750,37
1753,2117
1755,76
1757,2246
1759,1129
1760,1229
1761,107
1762,117
1763,194
1764,1049
1765,1015
1766,2928
1767,871
1769,886
1770,943
1771,837
1772,318
1773,95
1774,229
1776,331
1777,5878
1779,4109
1780,102
1781,514
1782,696
1783,168
1784,2016
1785,2002
1787,161
1789,169
1790,197
1791,569
1792,198
1794,1849
1795,476
1796,1982
1800,1762
1801,454
1803,1786
1804,1703
1805,1614
1807,1514
1808,181
1809,1482
1810,1400
1811,1456
1812,2720
1817,716
1818,774
1820,430
1822,327
1823,2797
1824,2752
1825,337
1826,435
1827,432
1828,537
1829,2481
1830,2433
1833,98
1834,2267
1836,2128
1837,2183
1838,2155
1839,2114
1840,2199
1841,2072
1842,2082
1844,913
1846,1104
1847,1025
1848,1227
1849,1224
1851,730
1852,1987
1853,722
1854,895
1857,420
1859,603
1861,289
1864,240
1868,115
1869,119
1871,59
1872,42
1873,39
1874,1093
1875,277
1876,300
1878,328
1879,335
1880,359
1881,381
1882,332
1883,402
1884,434
1885,441
1886,427
1887,508
1888,1276
1889,553
1891,542
1893,656
1894,704
1895,690
1896,675
1897,730
1898,686
1899,698
1900,861
1901,824
1902,817
1903,898
1904,826
1905,5
1908,265
1938,36
1941,31
1944,23
1952,238
1967,320
1968,455
1971,694
1973,524
1975,449
1976,460
1978,412
1979,93
1980,391
1981,394
1982,350
1983,658
1984,273
1986,157
1989,58
1991,94
1992,86
1993,59
1994,25
1996,2369
1998,333
1999,1616
2000,1525
2001,605
2002,1515
2003,1189
2004,1131
2006,741
2007,686
2008,611
2010,626
2011,555
2012,587
2013,625
2014,493
2017,993
2019,534
2020,863
2021,736
2022,683
2024,973
2025,78
2027,758
2028,735
2036,644
2037,456
2038,390
2040,345
2041,246
2043,173
2044,161
2045,214
2046,85
2049,287
2050,129
2051,135
2052,268
2053,320
2054,146
2056,303
2057,143
2058,173
2061,106
2062,207
2063,124
2064,123
2065,132
2066,46
2067,135
2069,37
2072,158
2073,19
2077,2244
2078,202
2079,186
2080,154
2081,733
2087,796
2090,316
2091,93
2093,170
2094,368
2095,357
2096,341
2097,344
2098,352
2100,162
2102,304
2103,233
2105,304
2107,200
2108,284
2110,902
2111,181
2112,186
2113,222
2115,236
2116,276
2117,188
2118,1457
2119,225
2120,203
2121,83
2123,90
2124,590
2125,112
2126,48
2128,562
2129,129
2131,569
2132,90
2133,511
2134,200
2136,204
2138,473
2139,472
2140,278
2142,299
2143,448
2145,481
2148,424
2149,170
2150,411
2151,268
2152,129
2153,631
2154,969
2155,1003
2160,26
2161,35
2162,43
2163,62
2164,67
2165,68
2166,76
2167,128
2168,551
2169,129
2170,129
2171,129
2172,129
2173,129
2174,129
2175,130
2176,148
2177,138
2178,148
2179,185
2180,185
2181,224
2182,228
2184,337
2185,273
2186,250
2188,283
2190,307
2193,294
2194,327
2195,335
2196,334
2198,364
2200,325
2202,356
2203,393
2204,449
2205,411
2206,437
2207,456
2208,483
2209,497
2211,540
2212,536
2213,577
2215,354
2216,402
2217,1104
2218,364
2219,421
2220,384
2221,423
2222,718
2223,878
2224,876
2226,511
2227,1069
2228,1271
2229,690
2235,36
2245,1001
2246,1703
2247,10
2248,253
2249,245
2250,293
2251,235
2252,363
2253,399
2255,373
2256,474
2257,1680
2258,536
2259,621
2260,863
2261,653
2262,1354
2263,1622
2267,320
2268,303
2269,1470
2270,1537
2271,344
2273,339
2289,63
2290,610
2294,69
2295,63
2296,91
2298,52
2299,74
2303,89
2306,109
2309,43
2310,8
2312,58
2315,42
2321,645
2322,59
2323,272
2334,40
2339,297
2340,126
2341,107
2342,108
2344,951
2345,315
2346,355
2347,92
2348,365
2351,82
2352,64
2353,62
2354,990
2355,51
2358,37
2359,1318
2360,1098
2361,1316
2362,1096
2364,682
2365,694
2366,1120
2367,730
2368,743
2370,399
2371,314
2372,143
2373,139
2374,35
2376,27
2377,338
2381,220
2384,150
2385,1407
2386,172
2387,860
2388,178
2389,164
2390,804
2391,173
2395,184
2396,248
2399,930
2404,120
2411,124
2414,591
2416,440
2417,619
2418,91
2419,99
2421,659
2422,151
2423,157
2427,346
2433,1046
2434,1059
2435,1375
2436,1472
2437,1558
2438,2366
2439,10
2440,13
2441,13
2442,20
2444,52
2445,211
2447,143
2452,968
2453,3
2455,11
2456,3
2457,178
2462,262
2464,68
2467,196
2468,609
2469,157
2470,165
2472,573
2475,611
2477,92
2479,90
2480,92
2481,120
2482,262
2483,248
2484,240
2486,146
2490,251
2492,43
2494,302
2495,832
2496,341
2497,392
2498,392
2499,406
2500,442
2501,573
2502,710
2503,778
2504,525
2505,743
2506,1167
2507,2337
2508,282
2510,33
2511,33
2512,33
2513,59
2514,47
2515,54
2516,258
2519,78
2520,261
2524,342
2526,25
2528,187
2529,52
2530,664
2531,3067
2532,119
2533,127
2534,164
2535,1992
2536,259
2539,1501
2541,160
2542,749
2543,672
2544,560
2545,1061
2546,1083
2548,1273
2549,779
2550,1677
2551,2554
2552,2756
2553,155
2554,146
2556,173
2557,24
2561,174
2562,216
2563,230
2564,196
2565,230
2567,236
2569,228
2570,1806
2571,338
2572,226
2574,202
2575,212
2577,297
2578,327
2579,358
2580,330
2581,184
2582,501
2583,787
2584,198
2585,287
2586,548
2587,515
2588,303
2589,296
2591,223
2592,336
2593,280
2594,291
2595,327
2596,255
2597,233
2598,269
2601,285
2602,237
2603,319
2604,361
2606,290
2607,349
2608,322
2609,320
2610,356
2611,164
2617,237
2618,164
2619,174
2621,246
2622,1148
2623,242
2624,238
2625,218
2626,254
2628,1188
2629,1106
2630,1073
2631,1011
2632,373
2634,275
2635,277
2636,1000
2637,272
2638,897
2639,268
2641,269
2642,270
2643,813
2644,289
2646,775
2647,17
2648,628
2649,795
2650,804
2651,779
2652,1668
2653,1638
2658,111
2660,48
2662,9
2663,621
2666,869
2667,1515
2668,1765
2669,2041
2670,143
2677,25
2680,366
2681,397
2682,397
2683,411
2684,137
2685,407
2686,402
2687,407
2688,423
2689,405
2690,119
2691,431
2693,466
2695,502
2696,454
2698,25
2699,509
2700,527
2701,531
2703,555
2704,43
2705,47
2706,561
2707,590
2708,564
2709,716
2711,832
2713,915
2715,897
2717,772
2720,799
2721,687
2722,761
2723,13
2724,730
2726,665
2727,677
2728,364
2729,294
2730,615
2731,544
2732,553
2735,569
2736,515
2737,263
2744,1064
2745,1341
2746,1576
2747,1556
2748,2034
2750,459
2751,188
2752,178
2756,442
2761,966
2764,19
2765,1041
2769,24
2770,924
2771,191
2772,178
2773,180
2774,2029
2775,170
2776,189
2777,189
2778,185
2779,198
2782,1695
2783,1694
2784,172
2786,216
2787,185
2789,213
2790,376
2791,1599
2794,214
2796,151
2797,235
2798,238
2799,1207
2801,237
2802,149
2803,433
2804,499
2805,419
2808,285
2809,1377
2812,148
2813,148
2814,148
2815,303
2816,148
2817,148
2819,150
2820,191
2821,157
2822,161
2823,163
2824,167
2825,2385
2826,170
2828,167
2829,177
2830,173
2831,178
2832,173
2836,162
2846,307
2847,74
2855,51
2856,112
2858,329
2859,799
2863,1738
2867,789
2870,634
2872,608
2877,3106
2880,1021
2881,3522
2883,325
2885,497
2886,325
2887,204
2888,332
2889,191
2890,199
2891,205
2893,187
2894,821
2895,37
2897,58
2898,87
2899,790
2900,886
2901,946
2902,1123
2903,1046
2904,1146
2905,1583
2906,1613
2907,1746
2911,1677
2921,610
2922,129
2923,138
2924,173
2926,8
2927,1481
2928,1362
2929,447
2930,863
2932,114
2936,160
2940,293
2941,307
2942,780
2943,514
2944,489
2945,371
2947,7
2949,1025
2950,931
2951,574
2954,1347
2955,1293
2956,68
2957,21
2975,24
2976,56
2977,60
2978,86
2981,87
2982,113
2984,20
2985,35
2986,40
2987,62
2990,35
2992,40
2995,89
2997,350
3000,1040
3001,1176
3004,144
3012,44
3014,103
3016,797
3029,2231
3031,1351
3032,1050
3033,945
3036,13
3037,894
3039,900
3041,848
3042,2654
3043,124
3045,958
3046,257
3051,44
3052,935
3053,1129
3054,1279
3055,1294
3056,1489
3057,180
3059,6
3060,5
3064,361
3067,184
3069,186
3070,77
3075,76
3082,1143
3083,1219
3084,71
3085,2012
3088,456
3090,728
3091,749
3092,194
3093,979
3098,10
3101,544
3104,113
3105,63
3107,1753
3109,24
3114,36
3115,1518
3116,2381
3117,1900
3118,1736
3119,1764
3121,1598
3122,1567
3123,1624
3124,1181
3125,1421
3126,1490
3127,1630
3128,1535
3129,1800
3130,1355
3131,1388
3132,905
3133,743
3134,442
3135,598
3136,616
3139,853
3140,631
3144,858
3146,3315
3147,2557
3148,2408
3150,6436
3151,14
3152,15
3153,989
3154,1012
3155,15
3156,1009
3157,20
3158,5395
3159,102
3160,1123
3161,1207
3162,1159
3163,61
3164,88
3165,1300
3166,92
3168,186
3169,158
3171,930
3173,931
3174,20
3176,1459
3179,856
3180,2058
3181,2438
3182,2638
3183,3482
3184,40
3187,682
3191,22
3195,691
3196,29
3201,508
3202,1590
3203,1792
3205,1653
3207,1610
3208,809
3209,688
3210,1277
3211,391
3213,244
3215,88
3220,477
3221,564
3227,463
3228,346
3230,1245
3233,393
3234,1176
3235,108
3236,139
3237,539
3238,555
3245,361
3250,518
3257,551
3259,504
3263,618
3264,740
3266,570
3269,1818
3271,421
3274,380
3277,110
3278,393
3279,627
3283,111
3287,1007
3288,1067
3290,74
3291,1090
3293,1093
3295,998
3296,1042
3299,935
3300,925
3301,128
3302,856
3305,1311
3306,1298
3308,1333
3309,1237
3310,2767
3312,1269
3314,1189
3315,1155
3316,1027
3319,1097
3320,1120
3322,718
3325,692
3326,590
3327,581
3329,656
3330,1084
3332,624
3335,622
3339,131
3340,830
3341,890
3346,125
3347,201
3349,710
3351,179
3352,844
3353,717
3354,220
3355,179
3356,80
3357,47
3358,176
3361,147
3362,39
3363,400
3364,89
3366,123
3373,473
3375,139
3376,115
3378,145
3380,1027
3381,549
3382,629
3383,451
3384,409
3385,177
3387,105
3388,145
3389,122
3390,255
3391,226
3392,3
3394,115
3395,78
3396,114
3397,235
3399,175
3400,52
3408,74
3410,159
3413,35
3415,61
3416,124
3417,195
3419,202
3420,35
3421,392
3422,146
3423,193
3425,19
3426,373
3427,49
3429,37
3438,17
3439,73
3441,267
3448,367
3453,26
3455,354
3457,1716
3460,48
3461,240
3462,74
3463,69
3464,175
3465,94
3466,81
3467,59
3468,110
3469,137
3470,113
3471,124
3472,123
3474,21
3489,33
3490,408
3491,59
3492,165
3494,88
3496,215
3499,34
3501,746
3502,734
3506,808
3507,731
3508,132
3509,773
3511,726
3512,737
3514,68
3517,42
3520,75
3523,89
3525,164
3526,179
3527,1417
3528,1339
3531,1313
3532,1331
3533,1259
3534,1267
3535,1356
3537,4
3538,1559
3539,372
3540,345
3541,282
3542,218
3543,199
3546,748
3548,274
3556,488
3558,650
3560,849
3562,440
3563,432
3564,536
3565,518
3566,345
3567,538
3568,494
3569,333
3570,470
3572,333
3577,293
3582,149
3583,23
3584,241
3586,203
3588,278
3589,293
3590,306
3591,309
3592,290
3593,433
3594,41
3595,722
3596,539
3598,581
3599,576
3600,659
3602,640
3603,671
3604,607
3607,771
3608,16
3609,27
3611,147
3612,408
3613,348
3616,679
3617,283
3618,326
3619,381
3622,371
3623,421
3624,452
3625,670
3626,636
3627,676
3628,515
3631,204
3632,255
3633,164
3634,305
3635,171
3636,160
3638,235
3639,119
3641,311
3642,84
3643,399
3644,1524
3645,189
3647,496
3648,546
3649,198
3650,476
3651,459
3652,308
3653,225
3654,324
3655,369
3656,235
3657,301
3658,301
3659,361
3660,359
3661,321
3663,247
3664,330
3665,225
3666,210
3667,210
